frequency_hz,rmse_rad,maximum_error_rad,fitted_amplitude_rad,amplitude_ratio,phase_lag_degrees,maximum_torque_nm,saturation_ratio
0.25,0.025960687819404082,0.036713504560400345,0.5253612086600113,1.0507224173200227,2.9679492114898665,0.0768058442790555,0.0
0.5,0.09702894418170813,0.13722598983003453,0.593097031774762,1.186194063549524,10.621161106940832,0.3070134263864231,0.0
1.0,0.3212544324520638,0.4549109293372962,0.6318792609916656,1.2637585219833312,45.49904721452336,1.26243683243098,0.0
2.0,0.38439123898103067,0.5799241170289915,0.29506500655798845,0.5901300131159769,81.89302006237165,2.427800390033339,0.0
