time_s,target_position_rad,target_velocity_rad_s,position_rad,velocity_rad_s,torque_nm
0.0,0.0,0.7853981633974483,4.7123889803846896e-06,0.00471238898038469,0.23561944901923448
0.001,0.0007853978404154395,0.7853971944515012,1.4132454552173685e-05,0.009420065571788995,0.23561944901923448
0.002,0.0015707937429397818,0.785394287616051,2.825548903877558e-05,0.014123034486601896,0.23561944901923448
0.003,0.0023561857696867113,0.7853894428982697,4.7076789471275565e-05,0.018821300432499983,0.23561944901923448
0.004,0.0031415719827794755,0.7853826603101113,7.059165758372773e-05,0.023514868112452174,0.23561944901923448
0.005,0.003926950444355667,0.7853739398683113,9.880841961007349e-05,0.02821676202634575,0.2362704391003016
0.006,0.004712319216572003,0.7853632815943863,0.00013172237365639892,0.03291395404632544,0.2362704391003016
0.007,0.005497676361609111,0.7853506855146346,0.00016932882253068408,0.037606448874285145,0.2362704391003016
0.008,0.006283019941676304,0.7853361516601358,0.00021162307373810097,0.042294251207416894,0.2362704391003016
0.009000000000000001,0.007068348019016368,0.7853196800667508,0.0002586004394763165,0.04697736573821551,0.2362704391003016
0.01,0.007853658655910338,0.7853012707751216,0.0003102645736076726,0.05166413413135609,0.23668728794393987
0.011,0.008638949914682283,0.7852809238306712,0.00036661078936377613,0.05634621575610353,0.23668728794393987
0.012,0.009424219857704088,0.7852586392836037,0.00042763440466300236,0.06102361529922622,0.23668728794393987
0.013000000000000001,0.01020946654740023,0.7852344171889041,0.0004933307421058082,0.0656963374428058,0.23668728794393987
0.014,0.010994688046252553,0.785208257606338,0.0005636951289700499,0.07036438686424179,0.23668728794393987
0.015,0.011779882416805075,0.7851801606004513,0.0006387266935813582,0.07503156461130821,0.2368771066965329
0.016,0.01256504772166874,0.7851501262405708,0.0007184207687619857,0.07969407518062756,0.2368771066965329
0.017,0.013350182023526204,0.7851181546008034,0.0008027726920013633,0.08435192323937758,0.2368771066965329
0.018000000000000002,0.014135283385136628,0.7850842457600358,0.0008917778054514322,0.08900511345006887,0.2368771066965329
0.019,0.014920349869340443,0.7850483998019346,0.0009854314559219817,0.09365365047054945,0.2368771066965329
0.02,0.015705379539064146,0.7850106168149463,0.0010837283924634527,0.09829693654147097,0.23684698606960342
0.021,0.016490370457325064,0.7849708968922966,0.0011866639717897742,0.10293557932632157,0.23684698606960342
0.022,0.017275320687236133,0.7849292401319906,0.0012942335552581616,0.10756958346838731,0.23684698606960342
0.023,0.0180602282920107,0.7848856466368119,0.0014064325088644727,0.11219895360631099,0.23684698606960342
0.024,0.01884509133496727,0.7848401165143234,0.0015232562032385694,0.11682369437409675,0.23684698606960342
0.025,0.019629907879534305,0.784792649876866,0.0016446951537183606,0.1214389504797911,0.23660399000342225
0.026000000000000002,0.020414675989255,0.784743246841559,0.0017707447450477404,0.12604959132937976,0.23660399000342225
0.027,0.02119939372779205,0.7846919075302995,0.0019014003665858592,0.13065562153811883,0.23660399000342225
0.028,0.02198405915893245,0.784638632069762,0.0020366574123025084,0.13525704571664915,0.23660399000342225
0.029,0.02276867034659225,0.7845834205913986,0.0021765112807735094,0.13985386847100095,0.23660399000342225
0.03,0.02355322535482133,0.784526273231438,0.002320948398367564,0.14443711759405448,0.23615514957622674
0.031,0.024337722247808204,0.7844671901308856,0.002469964181835549,0.14901578346798497,0.23615514957622674
0.032,0.025122159089884778,0.7844061714355232,0.0026235540525115907,0.15358987067604152,0.23615514957622674
0.033,0.025906533945531118,0.7843432172959082,0.0027817134363084806,0.15815938379689,0.23615514957622674
0.034,0.026690844879380237,0.7842783278673738,0.0029444377637130982,0.16272432740461765,0.23615514957622674
0.035,0.027475089956222876,0.7842115033100282,0.0031117095159334442,0.16727175222034588,0.23550745715664273
0.036000000000000004,0.028259267241012267,0.7841427437887544,0.0032835241455447025,0.17181462961125837,0.23550745715664273
0.037,0.029043374798868905,0.7840720494732096,0.0034598771096694824,0.17635296412477997,0.23550745715664273
0.038,0.02982741069508535,0.7839994205378251,0.0036407638699732705,0.18088676030378803,0.23550745715664273
0.039,0.030611372995130958,0.7839248571618054,0.0038261798926598877,0.1854160226866171,0.23550745715664273
0.04,0.03139525976465669,0.7838483595291283,0.004016103856539753,0.18992396387986543,0.23466786079674695
0.041,0.03217906906949986,0.7837699278285443,0.004210531253671674,0.1944273971319205,0.23466786079674695
0.042,0.03296279897568893,0.7836895622535756,0.004409457580622398,0.19892632695072351,0.23466786079674695
0.043000000000000003,0.033746447549448264,0.7836072630025162,0.0046128783384621055,0.20342075783970773,0.23466786079674695
0.044,0.03453001285720289,0.7835230302784315,0.004820789032759908,0.20791069429780296,0.23466786079674695
0.045,0.03531349296558334,0.7834368642891573,0.005033164681540674,0.2123756487807662,0.23364325886305315
0.046,0.0360968859414303,0.7833487652472997,0.005250000819849921,0.2168361383092465,0.23364325886305315
0.047,0.036880189851799486,0.7832587333702341,0.005471292987198119,0.22129216734819832,0.23364325886305315
0.048,0.03766340276396636,0.7831667688801055,0.0056970367275562305,0.22574374035811118,0.23364325886305315
0.049,0.03844652274543092,0.7830728720038269,0.005927227589351244,0.23019086179501413,0.23364325886305315
0.05,0.03922954786392247,0.7829770429730797,0.006161837070182514,0.23460948083127037,0.23244049490256213
0.051000000000000004,0.040012476187404354,0.7828792820243125,0.006400860751431005,0.23902368124849033,0.23244049490256213
0.052000000000000005,0.04079530578407878,0.7827795893987404,0.006644294218896298,0.24343346746529307,0.23244049490256213
0.053,0.04157803472239151,0.7826779653423453,0.006892133062792177,0.247838843895879,0.23244049490256213
0.054,0.04236066107103672,0.7825744101058747,0.007144372877742211,0.2522398149500344,0.23244049490256213
0.055,0.043143182898961685,0.7824689239448404,0.007400981779932113,0.25660890218990196,0.23106635274088072
0.056,0.04392559827537158,0.7823615071195192,0.007661955400274642,0.2609736203425297,0.23106635274088072
0.057,0.04470790526973426,0.7822521598949516,0.007927289374051648,0.2653339737770048,0.23106635274088072
0.058,0.04549010195178496,0.7821408825409406,0.008196979340909693,0.2696899668580454,0.23106635274088072
0.059000000000000004,0.04627218639153113,0.7820276753320524,0.008471020944855698,0.27404160394600496,0.23106635274088072
0.06,0.047054156659257156,0.7819125385476144,0.008749379058233944,0.2783581133782447,0.22952755180928575
0.061,0.04783601082552914,0.7817954724717152,0.009032049364534996,0.28267030630105217,0.22952755180928575
0.062,0.04861774696119966,0.7816764773932037,0.009319027551565932,0.2869781870309368,0.22952755180928575
0.063,0.04939936313741251,0.7815555536056883,0.009610309311446024,0.2912817598800916,0.22952755180928575
0.064,0.05018085742560745,0.7814327014075365,0.009905890340602422,0.2955810291563972,0.22952755180928575
0.065,0.05096222789752502,0.781307921101874,0.010205732403583613,0.2998420629811906,0.2278307426974882
0.066,0.05174347262521126,0.7811812129965836,0.010509831239355772,0.3040988357721592,0.2278307426974882
0.067,0.05252458968102247,0.7810525774043052,0.010818182591146109,0.3083513517903368,0.2278307426974882
0.068,0.053305577137629956,0.7809220146424342,0.011130782206438605,0.3125996152924962,0.2278307426974882
0.069,0.054086433068024804,0.7807895250331212,0.011447625836969759,0.31684363053115344,0.2278307426974882
0.07,0.05486715554552264,0.7806551089032711,0.011768672273928955,0.3210464369591971,0.22598250292874103
0.07100000000000001,0.055647742643768344,0.7805187665845423,0.012093917314509768,0.3252450405808127,0.22598250292874103
0.07200000000000001,0.05642819243674085,0.7803804984133462,0.012423356760108575,0.3294394455988067,0.22598250292874103
0.073,0.05720850299875786,0.7802403047308457,0.012756986416320358,0.33362965621178275,0.22598250292874103
0.074,0.05798867240448068,0.7800981858829545,0.013094802092934505,0.3378156766141458,0.22598250292874103
0.075,0.05876869872891882,0.779954142220337,0.013436759740531113,0.3419576475966082,0.223989332953826
0.076,0.059548580047434865,0.7798081740984065,0.0137828552171392,0.3460954766080881,0.223989332953826
0.077,0.060328314435749195,0.7796602818773248,0.014133084384929757,0.3502291677905565,0.223989332953826
0.078,0.061107899969944715,0.7795104659220015,0.0144874431102116,0.3543587252818425,0.223989332953826
0.079,0.061887334726471614,0.7793587266020923,0.014845927263427237,0.35848415321563715,0.223989332953826
